Ticket_ID,Ticket_Date,Business_Unit,Location,Request_Type,Priority,Channel,Assigned_Team,Status,Resolution_Hours,SLA_Target_Hours,SLA_Breached,Rework_Count,Customer_Satisfaction,FTE_Cost_per_Hour,Estimated_Cost,Month,Month_No,Quarter,Weekday
OPS-100505,2025-06-01,Procurement,Gurugram,System Issue,Low,Teams,Finance Ops,Pending,13.4,48,No,0,4.4,350,4690.0,Jun,6,Q2,Sunday
OPS-101660,2025-12-29,Sales,Mumbai,System Issue,Medium,Teams,HR Ops,Closed,37.6,24,Yes,0,3.5,280,10528.0,Dec,12,Q4,Monday
OPS-102120,2025-09-24,IT,Chennai,Report Request,Low,Portal,IT Support,Closed,8.4,48,No,4,3.9,320,2688.0,Sep,9,Q3,Wednesday
OPS-101718,2025-05-14,IT,Noida,Access Request,Low,Email,Vendor Management,Closed,13.8,48,No,1,3.9,320,4416.0,May,5,Q2,Wednesday
OPS-104743,2025-01-16,HR,Hyderabad,Vendor Query,Low,Email,MIS,Escalated,24.3,48,No,3,3.7,320,7776.0,Jan,1,Q1,Thursday
OPS-103736,2025-10-25,IT,Hyderabad,Invoice Query,Medium,Email,MIS,Closed,22.4,24,No,0,4.7,320,7168.0,Oct,10,Q4,Saturday
OPS-101183,2025-12-13,Sales,Pune,Employee Query,Low,Portal,IT Support,Pending,11.6,48,No,0,4.6,450,5220.0,Dec,12,Q4,Saturday
OPS-103202,2025-05-12,Sales,Pune,Invoice Query,High,Email,Finance Ops,Pending,1.4,12,No,0,4.5,400,560.0,May,5,Q2,Monday
OPS-104697,2025-11-27,Operations,Chennai,Vendor Query,Low,Email,IT Support,Closed,5.2,48,No,0,4.7,320,1664.0,Nov,11,Q4,Thursday
OPS-100548,2025-06-01,Sales,Bengaluru,Access Request,Medium,Email,Vendor Management,Closed,20.5,24,No,1,4.5,400,8200.0,Jun,6,Q2,Sunday
OPS-102757,2025-01-19,Operations,Chennai,Compliance Request,Low,Portal,HR Ops,Closed,3.3,48,No,0,4.3,280,924.0,Jan,1,Q1,Sunday
OPS-100004,2025-04-17,Customer Support,Bengaluru,Invoice Query,Low,Teams,IT Support,Closed,25.9,48,No,0,3.9,280,7252.0,Apr,4,Q2,Thursday
OPS-100979,2025-06-22,Finance,Mumbai,Employee Query,Low,Email,MIS,Closed,6.8,48,No,2,4.0,450,3060.0,Jun,6,Q2,Sunday
OPS-101144,2025-11-20,IT,Gurugram,Invoice Query,Medium,Teams,HR Ops,Closed,3.9,24,No,0,4.8,350,1365.0,Nov,11,Q4,Thursday
OPS-104783,2025-11-22,Sales,Chennai,Employee Query,Medium,Email,Vendor Management,Pending,12.3,24,No,0,4.8,450,5535.0,Nov,11,Q4,Saturday
OPS-101878,2025-05-27,Procurement,Mumbai,Vendor Query,High,Email,IT Support,Escalated,5.4,12,No,2,4.3,280,1512.0,May,5,Q2,Tuesday
OPS-101574,2025-12-04,IT,Hyderabad,Access Request,Medium,Teams,Finance Ops,Closed,12.0,24,No,0,4.4,450,5400.0,Dec,12,Q4,Thursday
OPS-103519,2025-08-30,IT,Bengaluru,Vendor Query,High,Phone,Finance Ops,Closed,6.1,12,No,2,4.7,350,2135.0,Aug,8,Q3,Saturday
OPS-102609,2025-05-04,Finance,Chennai,Data Correction,Low,Email,Vendor Management,Closed,10.4,48,No,0,4.4,400,4160.0,May,5,Q2,Sunday
OPS-104221,2025-05-08,Procurement,Mumbai,Invoice Query,Medium,Phone,IT Support,Closed,9.9,24,No,1,4.0,280,2772.0,May,5,Q2,Thursday
OPS-100836,2025-06-04,Customer Support,Pune,Data Correction,Low,Portal,HR Ops,Closed,9.7,48,No,1,4.7,320,3104.0,Jun,6,Q2,Wednesday
OPS-103147,2025-11-30,IT,Noida,Employee Query,Medium,Portal,Vendor Management,Closed,3.3,24,No,2,4.4,320,1056.0,Nov,11,Q4,Sunday
OPS-103255,2025-08-21,Operations,Pune,Vendor Query,Medium,Email,IT Support,Closed,15.7,24,No,2,3.9,350,5495.0,Aug,8,Q3,Thursday
OPS-102893,2025-03-22,Customer Support,Bengaluru,Invoice Query,High,Email,IT Support,Closed,7.8,12,No,0,5.0,320,2496.0,Mar,3,Q1,Saturday
OPS-103115,2025-09-27,Operations,Bengaluru,Compliance Request,High,Portal,Finance Ops,Closed,23.6,12,Yes,0,4.0,280,6608.0,Sep,9,Q3,Saturday
OPS-103019,2025-05-11,Operations,Noida,Compliance Request,Medium,Email,Vendor Management,Escalated,11.6,24,No,2,4.0,350,4060.0,May,5,Q2,Sunday
OPS-103415,2025-11-11,Sales,Hyderabad,Compliance Request,Critical,Portal,MIS,Closed,4.8,4,Yes,0,4.8,400,1920.0,Nov,11,Q4,Tuesday
OPS-100198,2025-02-21,HR,Noida ,Compliance Request,Low,Email,HR Ops,Closed,19.6,48,No,1,4.1,350,6860.0,Feb,2,Q1,Friday
OPS-100612,2025-05-02,IT,Noida,Vendor Query,Medium,Teams,IT Support,Closed,19.0,24,No,1,4.2,350,6650.0,May,5,Q2,Friday
OPS-103220,2025-07-29,Finance,Noida,Compliance Request,Medium,Email,MIS,Closed,3.5,24,No,1,4.5,450,1575.0,Jul,7,Q3,Tuesday
OPS-102525,2025-01-10,Operations,Chennai,System Issue,Medium,Email,Vendor Management,Closed,7.5,24,No,0,5.0,350,2625.0,Jan,1,Q1,Friday
OPS-103965,2025-06-03,Finance,Gurugram,Compliance Request,Medium,Email,IT Support,Closed,4.2,24,No,1,3.9,400,1680.0,Jun,6,Q2,Tuesday
OPS-101803,2025-10-28,Procurement,Chennai,Compliance Request,Low,Portal,HR Ops,Closed,12.9,48,No,0,3.8,450,5805.0,Oct,10,Q4,Tuesday
OPS-101141,2025-11-12,Sales,Hyderabad,Employee Query,Low,Email,MIS,Pending,9.1,48,No,0,5.0,450,4095.0,Nov,11,Q4,Wednesday
OPS-101022,2025-03-10,Operations,Chennai,Invoice Query,Critical,Portal,IT Support,Closed,12.3,4,Yes,1,4.5,320,3936.0,Mar,3,Q1,Monday
OPS-102476,2025-03-03,Procurement,Hyderabad,Employee Query,Medium,Email,IT Support,Closed,16.0,24,No,2,3.5,280,4480.0,Mar,3,Q1,Monday
OPS-104395,2025-09-28,Finance,Chennai,Employee Query,Medium,Email,Finance Ops,Pending,11.8,24,No,0,5.0,400,4720.0,Sep,9,Q3,Sunday
OPS-102440,2025-03-24,HR,Mumbai,System Issue,Medium,Portal,Finance Ops,Closed,27.9,24,Yes,0,4.3,280,7812.0,Mar,3,Q1,Monday
OPS-101819,2025-05-28,Finance,Hyderabad,Compliance Request,Low,Teams,HR Ops,Closed,5.8,48,No,2,3.7,400,2320.0,May,5,Q2,Wednesday
OPS-103805,2025-01-17,Customer Support,Chennai,Access Request,Low,Portal,Finance Ops,Closed,19.4,48,No,0,4.6,400,7760.0,Jan,1,Q1,Friday
OPS-100498,2025-01-16,Procurement,Hyderabad,System Issue,Low,Email,IT Support,Closed,12.1,48,No,0,4.8,280,3388.0,Jan,1,Q1,Thursday
OPS-102944,2025-04-02,Operations,Chennai,System Issue,Medium,Teams,HR Ops,Pending,10.2,24,No,0,5.0,280,2856.0,Apr,4,Q2,Wednesday
OPS-104965,2025-04-05,Customer Support,Hyderabad,Data Correction,Medium,Email,HR Ops,Closed,25.8,24,Yes,1,3.8,400,10320.0,Apr,4,Q2,Saturday
OPS-103711,2025-02-25,IT,Mumbai,Invoice Query,High,Teams,Vendor Management,Closed,26.2,12,Yes,1,3.9,400,10480.0,Feb,2,Q1,Tuesday
OPS-104397,2025-04-03,HR,Gurugram,Vendor Query,Medium,Email,Vendor Management,Closed,15.0,24,No,1,3.5,280,4200.0,Apr,4,Q2,Thursday
OPS-103602,2025-12-21,HR,Chennai,Access Request,Low,Portal,Finance Ops,Closed,6.2,48,No,0,4.4,400,2480.0,Dec,12,Q4,Sunday
OPS-104961,2025-04-29,Operations,Bengaluru,Employee Query,Medium,Teams,HR Ops,Closed,5.0,24,No,0,5.0,450,2250.0,Apr,4,Q2,Tuesday
OPS-104821,2025-05-20,Procurement,Noida,Employee Query,Low,Email,MIS,Closed,9.4,48,No,1,3.7,350,3290.0,May,5,Q2,Tuesday
OPS-101571,2025-08-29,Customer Support,Gurugram,Compliance Request,Low,,Finance Ops,Closed,47.3,48,No,0,3.1,280,13244.0,Aug,8,Q3,Friday
OPS-100063,2025-12-26,Customer Support,Bengaluru,Invoice Query,Low,Email,IT Support,Closed,8.5,48,No,0,5.0,400,3400.0,Dec,12,Q4,Friday
OPS-103689,2025-03-29,IT,Gurugram,Vendor Query,Low,Email,HR Ops,Closed,12.3,48,No,0,5.0,400,4920.0,Mar,3,Q1,Saturday
OPS-100714,2025-10-30,IT,Chennai,Vendor Query,Medium,Phone,MIS,Closed,3.8,24,No,0,4.9,350,1330.0,Oct,10,Q4,Thursday
OPS-100753,2025-05-25,Sales,Chennai,System Issue,Medium,Portal,MIS,Closed,15.4,24,No,0,4.3,350,5390.0,May,5,Q2,Sunday
OPS-101223,2025-10-12,Procurement,Noida,Employee Query,Medium,Email,Finance Ops,Closed,18.9,24,No,0,3.9,400,7560.0,Oct,10,Q4,Sunday
OPS-104052,2025-12-31,Sales,Gurugram,Vendor Query,Medium,Portal,MIS,Closed,3.1,24,No,0,5.0,280,868.0,Dec,12,Q4,Wednesday
OPS-100809,2025-05-18,Finance,Noida,Employee Query,Low,Email,MIS,Closed,9.8,48,No,0,5.0,350,3430.0,May,5,Q2,Sunday
OPS-102106,2025-11-06,Finance,Gurugram,Invoice Query,High,Email,HR Ops,Closed,10.7,12,No,0,4.4,450,4815.0,Nov,11,Q4,Thursday
OPS-103456,2025-12-25,Finance,Noida,Data Correction,Low,Phone,MIS,Closed,17.0,48,No,0,4.9,350,5950.0,Dec,12,Q4,Thursday
OPS-101928,2025-10-22,Sales,Hyderabad,Compliance Request,High,Email,MIS,Closed,2.1,12,No,1,4.7,400,840.0,Oct,10,Q4,Wednesday
OPS-101189,2025-07-01,Finance,Gurugram,Compliance Request,Medium,Portal,Finance Ops,Closed,29.2,24,Yes,0,4.3,400,11680.0,Jul,7,Q3,Tuesday
OPS-103130,2025-09-08,Finance,Gurugram,Report Request,High,Email,IT Support,Closed,43.5,12,Yes,1,3.4,320,13920.0,Sep,9,Q3,Monday
OPS-101971,2025-10-30,Sales,Noida,Invoice Query,Low,Phone,IT Support,Closed,3.9,48,No,0,4.8,400,1560.0,Oct,10,Q4,Thursday
OPS-104257,2025-09-29,Finance,Pune,Employee Query,Critical,Portal,MIS,Closed,11.5,4,Yes,1,4.8,350,4025.0,Sep,9,Q3,Monday
OPS-101447,2025-09-25,Customer Support,Bengaluru,Report Request,Low,Email,Vendor Management,Closed,16.8,48,No,0,4.4,400,6720.0,Sep,9,Q3,Thursday
OPS-100717,2025-10-13,Customer Support,Pune,System Issue,High,Portal,HR Ops,Closed,11.3,12,No,0,5.0,400,4520.0,Oct,10,Q4,Monday
OPS-101883,2025-08-09,Customer Support,Gurugram,Data Correction,Medium,Teams,MIS,Closed,20.1,24,No,1,4.6,350,7035.0,Aug,8,Q3,Saturday
OPS-101300,2025-09-13,Operations,Mumbai,Compliance Request,Low,Phone,IT Support,Closed,12.1,48,No,0,3.9,400,4840.0,Sep,9,Q3,Saturday
OPS-101676,2025-01-17,IT,Chennai,Vendor Query,Low,Teams,Vendor Management,Closed,6.6,48,No,0,4.7,280,1848.0,Jan,1,Q1,Friday
OPS-100987,2025-08-13,Finance,Gurugram,Access Request,Medium,Email,MIS,Closed,10.0,24,No,0,4.5,350,3500.0,Aug,8,Q3,Wednesday
OPS-103901,2025-02-26,Customer Support,Noida,Invoice Query,Medium,,Vendor Management,Closed,5.7,24,No,0,4.6,320,1824.0,Feb,2,Q1,Wednesday
OPS-100141,2025-08-19,Procurement,Bengaluru,Compliance Request,High,Email,Vendor Management,Pending,8.5,12,No,0,4.5,280,2380.0,Aug,8,Q3,Tuesday
OPS-103353,2025-04-17,Sales,,Report Request,High,Email,Vendor Management,Closed,10.3,12,No,0,4.3,320,3296.0,Apr,4,Q2,Thursday
OPS-101924,2025-08-16,Sales,Gurugram,Data Correction,Low,Email,HR Ops,Escalated,43.0,48,No,1,3.5,320,13760.0,Aug,8,Q3,Saturday
OPS-104533,2025-12-02,Sales,Pune,Vendor Query,Medium,Phone,HR Ops,Pending,18.3,24,No,0,4.0,320,5856.0,Dec,12,Q4,Tuesday
OPS-101112,2025-06-22,HR,Bengaluru,System Issue,Medium,Portal,Vendor Management,Closed,11.4,24,No,1,4.7,350,3990.0,Jun,6,Q2,Sunday
OPS-100378,2025-11-02,IT,Gurugram,Data Correction,High,Email,Finance Ops,Closed,7.2,12,No,0,4.4,350,2520.0,Nov,11,Q4,Sunday
OPS-101800,2025-06-15,Finance,Hyderabad,Employee Query,Medium,Portal,IT Support,Closed,12.8,24,No,1,,280,3584.0,Jun,6,Q2,Sunday
OPS-102767,2025-04-23,Procurement,Hyderabad,System Issue,High,Email,MIS,Closed,33.9,12,Yes,0,3.7,350,11865.0,Apr,4,Q2,Wednesday
OPS-101637,2025-02-28,HR,Bengaluru,Report Request,Medium,Portal,MIS,Closed,5.7,24,No,0,5.0,400,2280.0,Feb,2,Q1,Friday
OPS-104782,2025-10-06,IT,Hyderabad,Employee Query,Medium,Portal,MIS,Closed,16.3,24,No,0,4.5,280,4564.0,Oct,10,Q4,Monday
OPS-103295,2025-08-03,Operations,Chennai,Report Request,High,Portal,MIS,Closed,8.8,12,No,1,4.6,400,3520.0,Aug,8,Q3,Sunday
OPS-100500,2025-12-02,Procurement,Hyderabad,Data Correction,Low,Email,Vendor Management,Closed,1.5,48,No,0,5.0,280,420.0,Dec,12,Q4,Tuesday
OPS-102067,2025-11-24,Customer Support,Mumbai,Employee Query,High,Portal,HR Ops,Closed,19.9,12,Yes,0,4.9,350,6965.0,Nov,11,Q4,Monday
OPS-104380,2025-08-25,Operations,,Access Request,Low,Email,Vendor Management,Closed,8.8,48,No,1,4.5,280,2464.0,Aug,8,Q3,Monday
OPS-101280,2025-09-20,HR,Mumbai,Compliance Request,Medium,Phone,IT Support,Closed,11.6,24,No,0,4.9,280,3248.0,Sep,9,Q3,Saturday
OPS-100145,2025-08-10,Finance,Hyderabad,Vendor Query,Medium,Phone,Vendor Management,Closed,26.1,24,Yes,0,4.9,350,9135.0,Aug,8,Q3,Sunday
OPS-103432,2025-03-18,Finance,Noida,Report Request,Low,Portal,,Closed,2.5,48,No,2,5.0,280,700.0,Mar,3,Q1,Tuesday
OPS-101145,2025-05-13,IT,Mumbai,Access Request,Low,Email,MIS,Closed,18.3,48,No,0,4.4,280,5124.0,May,5,Q2,Tuesday
OPS-103083,2025-01-21,Operations,Bengaluru,Report Request,Medium,Phone,Vendor Management,Closed,17.6,24,No,1,4.1,280,4928.0,Jan,1,Q1,Tuesday
OPS-102335,2025-11-17,HR,,Employee Query,Medium,Portal,Vendor Management,Escalated,38.4,24,Yes,2,3.2,280,10752.0,Nov,11,Q4,Monday
OPS-100367,2025-06-04,Customer Support,Chennai,Compliance Request,Medium,Email,MIS,Closed,17.1,24,No,2,3.7,320,5472.0,Jun,6,Q2,Wednesday
OPS-104385,2025-06-25,IT,Hyderabad,Vendor Query,Low,Email,Finance Ops,Closed,8.4,48,No,1,5.0,400,3360.0,Jun,6,Q2,Wednesday
OPS-104989,2025-03-25,IT,Hyderabad,Employee Query,Low,Portal,HR Ops,Closed,14.7,48,No,0,5.0,450,6615.0,Mar,3,Q1,Tuesday
OPS-101675,2025-08-21,IT,Noida,Invoice Query,Medium,Email,Finance Ops,Closed,8.4,24,No,0,4.8,350,2940.0,Aug,8,Q3,Thursday
OPS-102430,2025-05-31,IT,Mumbai,Access Request,Critical,Portal,IT Support,Closed,5.7,4,Yes,1,4.3,350,1995.0,May,5,Q2,Saturday
OPS-103577,2025-03-06,HR,Chennai,Report Request,Medium,Email,Finance Ops,Closed,4.3,24,No,0,4.6,400,1720.0,Mar,3,Q1,Thursday
OPS-100967,2025-08-08,Operations,Bengaluru,Report Request,Low,Phone,IT Support,Closed,13.3,48,No,1,4.7,280,3724.0,Aug,8,Q3,Friday
OPS-102226,2025-05-26,Sales,Bengaluru,Report Request,Low,Phone,IT Support,Pending,1.8,48,No,2,4.1,450,810.0,May,5,Q2,Monday
OPS-103272,2025-11-29,Sales,Mumbai,Data Correction,Medium,Teams,IT Support,Closed,4.0,24,No,0,4.9,350,1400.0,Nov,11,Q4,Saturday
OPS-102599,2025-10-15,Procurement,Hyderabad,Access Request,High,Portal,Vendor Management,Escalated,23.1,12,Yes,3,3.3,450,10395.0,Oct,10,Q4,Wednesday
OPS-104799,2025-11-12,Procurement,Hyderabad,System Issue,Low,Teams,Finance Ops,Closed,11.0,48,No,0,4.5,320,3520.0,Nov,11,Q4,Wednesday
OPS-100238,2025-11-22,Procurement,Chennai,Compliance Request,Low,Email,Vendor Management,Closed,3.3,48,No,0,4.9,350,1155.0,Nov,11,Q4,Saturday
OPS-103817,2025-04-29,Finance,Hyderabad,Vendor Query,Low,Email,MIS,Closed,10.0,48,No,0,4.6,320,3200.0,Apr,4,Q2,Tuesday
OPS-103879,2025-08-21,Operations,Mumbai,Report Request,Medium,Email,Finance Ops,Closed,10.7,24,No,0,4.1,450,4815.0,Aug,8,Q3,Thursday
OPS-102334,2025-12-30,Customer Support,Noida,Invoice Query,Medium,Email,IT Support,Closed,7.9,24,No,0,4.5,280,2212.0,Dec,12,Q4,Tuesday
OPS-101019,2025-04-04,Finance,Chennai,Data Correction,Medium,Teams,Finance Ops,Closed,6.9,24,No,0,5.0,320,2208.0,Apr,4,Q2,Friday
OPS-102346,2025-05-22,Customer Support,Noida,Report Request,Low,Email,Vendor Management,Closed,14.4,48,No,0,4.4,350,5040.0,May,5,Q2,Thursday
OPS-104555,2025-02-15,Customer Support,Pune,Compliance Request,Medium,Email,MIS,Escalated,31.8,24,Yes,2,4.3,280,8904.0,Feb,2,Q1,Saturday
OPS-103989,2025-03-29,IT,Noida,Compliance Request,Medium,Phone,Finance Ops,Closed,12.5,24,No,1,3.5,350,4375.0,Mar,3,Q1,Saturday
OPS-104930,2025-01-26,Procurement,Pune,Report Request,Medium,Phone,HR Ops,Pending,39.0,24,Yes,2,3.5,280,10920.0,Jan,1,Q1,Sunday
OPS-101146,2025-10-20,Operations,Hyderabad,Data Correction,Low,Email,IT Support,Closed,29.3,48,No,0,4.5,450,13185.0,Oct,10,Q4,Monday
OPS-102818,2025-10-22,Sales,Mumbai,Vendor Query,Medium,Teams,MIS,Pending,9.4,24,No,1,4.1,320,3008.0,Oct,10,Q4,Wednesday
OPS-100640,2025-06-22,Sales,Bengaluru,System Issue,Medium,Email,IT Support,Closed,10.4,24,No,1,4.2,350,3640.0,Jun,6,Q2,Sunday
OPS-100306,2025-02-02,Customer Support,Hyderabad,Access Request,Low,Portal,HR Ops,Escalated,6.3,48,No,1,4.4,280,1764.0,Feb,2,Q1,Sunday
OPS-104549,2025-10-12,Operations,Noida,Employee Query,Medium,Email,Vendor Management,Closed,3.6,24,No,0,4.9,350,1260.0,Oct,10,Q4,Sunday
OPS-104704,2025-09-13,Operations,Mumbai,Report Request,Low,Portal,IT Support,Escalated,9.0,48,No,2,4.5,280,2520.0,Sep,9,Q3,Saturday
OPS-103580,2025-02-06,Customer Support,Noida,System Issue,High,Email,HR Ops,Closed,3.2,12,No,0,5.0,320,1024.0,Feb,2,Q1,Thursday
OPS-104274,2025-03-10,Customer Support,Pune,Access Request,Medium,Teams,HR Ops,Closed,1.1,24,No,0,5.0,280,308.0,Mar,3,Q1,Monday
OPS-102954,2025-04-07,Sales,Gurugram,Access Request,Low,Portal,Vendor Management,Closed,17.0,48,No,0,4.1,320,5440.0,Apr,4,Q2,Monday
OPS-104432,2025-10-02,HR,Gurugram,Invoice Query,Medium,Email,IT Support,Pending,8.3,24,No,0,5.0,280,2324.0,Oct,10,Q4,Thursday
OPS-101454,2025-09-23,Customer Support,Chennai,Data Correction,Low,,Vendor Management,Closed,17.1,48,No,0,4.9,280,4788.0,Sep,9,Q3,Tuesday
OPS-104028,2025-08-29,IT,Bengaluru,Access Request,Low,Email,Vendor Management,Closed,13.3,48,No,2,4.4,400,5320.0,Aug,8,Q3,Friday
OPS-104792,2025-03-04,IT,Pune,Compliance Request,Low,Email,Vendor Management,Closed,10.5,48,No,2,3.6,280,2940.0,Mar,3,Q1,Tuesday
OPS-101496,2025-02-03,Customer Support,Hyderabad,Report Request,High,Phone,Vendor Management,Closed,5.8,12,No,1,4.6,320,1856.0,Feb,2,Q1,Monday
OPS-100890,2025-12-31,Customer Support,Noida,Report Request,Low,Portal,HR Ops,Closed,6.6,48,No,1,4.9,400,2640.0,Dec,12,Q4,Wednesday
OPS-104653,2025-05-19,Procurement,Pune,Vendor Query,Low,Portal,Finance Ops,Closed,14.1,48,No,0,4.7,350,4935.0,May,5,Q2,Monday
OPS-103993,2025-03-27,HR,Bengaluru,System Issue,Low,Portal,MIS,Closed,8.2,48,No,0,4.6,280,2296.0,Mar,3,Q1,Thursday
OPS-101481,2025-10-20,Sales,Mumbai,System Issue,Medium,Email,Vendor Management,Closed,12.9,24,No,1,4.2,350,4515.0,Oct,10,Q4,Monday
OPS-101427,2025-02-13,HR,Mumbai,Vendor Query,Medium,Email,IT Support,Closed,12.3,24,No,0,4.5,320,3936.0,Feb,2,Q1,Thursday
OPS-101514,2025-09-23,Operations,Hyderabad,Invoice Query,High,Email,Finance Ops,Pending,6.2,12,No,0,5.0,450,2790.0,Sep,9,Q3,Tuesday
OPS-100654,2025-04-27,Procurement,Pune,Data Correction,Low,Email,Vendor Management,Escalated,25.3,48,No,1,4.0,450,11385.0,Apr,4,Q2,Sunday
OPS-101501,2025-10-01,Finance,Hyderabad,Access Request,Low,Teams,Finance Ops,Closed,14.9,48,No,0,4.6,450,6705.0,Oct,10,Q4,Wednesday
OPS-103407,2025-09-17,Operations,Pune,Report Request,Medium,Email,HR Ops,Closed,16.3,24,No,0,4.5,280,4564.0,Sep,9,Q3,Wednesday
OPS-103373,2025-06-09,Sales,Gurugram,Invoice Query,High,,HR Ops,Closed,28.8,12,Yes,0,4.5,350,10080.0,Jun,6,Q2,Monday
OPS-100631,2025-12-30,HR,Mumbai,Report Request,High,Portal,Vendor Management,Closed,3.1,12,No,1,4.3,320,992.0,Dec,12,Q4,Tuesday
OPS-101235,2025-08-10,IT,Bengaluru,Compliance Request,Low,Email,MIS,Closed,3.6,48,No,0,5.0,400,1440.0,Aug,8,Q3,Sunday
OPS-104393,2025-12-07,IT,Chennai,System Issue,Low,Email,IT Support,Escalated,18.0,48,No,2,4.6,400,7200.0,Dec,12,Q4,Sunday
OPS-103843,2025-07-27,IT,Noida,System Issue,Medium,Teams,MIS,Closed,13.8,24,No,1,4.2,400,5520.0,Jul,7,Q3,Sunday
OPS-104456,2025-12-07,Sales,Bengaluru,Employee Query,Medium,Portal,Finance Ops,Closed,3.4,24,No,0,5.0,350,1190.0,Dec,12,Q4,Sunday
OPS-101579,2025-06-09,Sales,Gurugram,Compliance Request,High,Email,Finance Ops,Closed,22.8,12,Yes,0,4.3,450,10260.0,Jun,6,Q2,Monday
OPS-104310,2025-02-27,Finance,Bengaluru,Employee Query,Low,Portal,Vendor Management,Closed,12.2,48,No,0,5.0,280,3416.0,Feb,2,Q1,Thursday
OPS-101804,2025-08-05,Finance,Gurugram,Invoice Query,High,Email,Finance Ops,Closed,18.6,12,Yes,1,3.5,350,6510.0,Aug,8,Q3,Tuesday
OPS-103967,2025-04-18,Operations,Noida,System Issue,Low,Portal,MIS,Closed,12.1,48,No,0,4.4,400,4840.0,Apr,4,Q2,Friday
OPS-100786,2025-03-16,Customer Support,Noida,Employee Query,Low,Teams,Finance Ops,Closed,12.6,48,No,0,4.0,400,5040.0,Mar,3,Q1,Sunday
OPS-103868,2025-03-31,IT,Bengaluru,Employee Query,Medium,Phone,Finance Ops,Escalated,21.8,24,No,2,3.6,400,8720.0,Mar,3,Q1,Monday
OPS-104750,2025-04-04,Customer Support,Noida,Vendor Query,Medium,Portal,IT Support,Closed,15.5,24,No,0,3.8,400,6200.0,Apr,4,Q2,Friday
OPS-103061,2025-12-13,HR,Hyderabad,Compliance Request,Low,Portal,Finance Ops,Closed,1.6,48,No,0,4.7,450,720.0,Dec,12,Q4,Saturday
OPS-103978,2025-01-08,HR,Noida,Data Correction,Low,Email,Finance Ops,Closed,11.7,48,No,0,5.0,320,3744.0,Jan,1,Q1,Wednesday
OPS-101104,2025-01-15,Procurement,Gurugram,Access Request,Medium,Portal,Vendor Management,Closed,7.8,24,No,0,5.0,320,2496.0,Jan,1,Q1,Wednesday
OPS-100567,2025-01-19,Sales,Hyderabad,Report Request,High,Portal,MIS,Closed,15.8,12,Yes,2,4.1,350,5530.0,Jan,1,Q1,Sunday
OPS-103514,2025-03-16,HR,Hyderabad,Invoice Query,High,Portal,Finance Ops,Closed,16.2,12,Yes,1,4.6,350,5670.0,Mar,3,Q1,Sunday
OPS-101662,2025-02-08,Operations,Chennai,Vendor Query,Medium,Portal,MIS,Closed,6.4,24,No,0,4.8,350,2240.0,Feb,2,Q1,Saturday
OPS-101165,2025-01-01,Operations,Chennai,Report Request,Medium,Email,Vendor Management,Closed,23.2,24,No,0,3.7,400,9280.0,Jan,1,Q1,Wednesday
OPS-101021,2025-11-01,Operations,Pune,System Issue,Low,,Vendor Management,Closed,13.9,48,No,0,4.8,350,4865.0,Nov,11,Q4,Saturday
OPS-102418,2025-05-21,Procurement,Chennai,Access Request,Medium,Portal,Vendor Management,Escalated,12.1,24,No,1,4.8,320,3872.0,May,5,Q2,Wednesday
OPS-102819,2025-05-09,HR,Chennai,Invoice Query,Medium,Teams,HR Ops,Closed,13.9,24,No,0,4.2,350,4865.0,May,5,Q2,Friday
OPS-101612,2025-10-11,Procurement,Noida,Compliance Request,Medium,Portal,MIS,Escalated,9.0,24,No,1,5.0,280,2520.0,Oct,10,Q4,Saturday
OPS-104554,2025-06-09,Customer Support,Chennai,Employee Query,Medium,Portal,Vendor Management,Closed,7.6,24,No,0,4.5,320,2432.0,Jun,6,Q2,Monday
OPS-100569,2025-04-10,IT,Bengaluru,Access Request,medium,Portal,Vendor Management,Closed,13.3,12,Yes,0,5.0,350,4655.0,Apr,4,Q2,Thursday
OPS-102038,2025-12-06,HR,Noida,Access Request,Low,Email,Finance Ops,Closed,23.1,48,No,0,4.2,400,9240.0,Dec,12,Q4,Saturday
OPS-101570,2025-01-20,Customer Support,Noida,System Issue,Low,Email,HR Ops,Pending,4.7,48,No,0,5.0,280,1316.0,Jan,1,Q1,Monday
OPS-103852,2025-08-13,IT,Bengaluru,Vendor Query,Low,Portal,HR Ops,Closed,18.2,48,No,0,4.9,450,8190.0,Aug,8,Q3,Wednesday
OPS-100826,2025-07-02,Procurement,Chennai,Invoice Query,Medium,Phone,Vendor Management,Closed,9.6,24,No,0,5.0,320,3072.0,Jul,7,Q3,Wednesday
OPS-101160,2025-04-11,Sales,Bengaluru,Data Correction,High,Email,HR Ops,Closed,7.0,12,No,0,4.5,280,1960.0,Apr,4,Q2,Friday
OPS-100096,2025-12-11,Sales,Hyderabad,Report Request,Low,Portal,IT Support,Closed,14.0,48,No,1,4.6,400,5600.0,Dec,12,Q4,Thursday
OPS-101352,2025-12-08,Customer Support,Chennai,Compliance Request,Medium,Email,Vendor Management,Escalated,33.5,24,Yes,3,3.0,400,13400.0,Dec,12,Q4,Monday
OPS-100223,2025-07-22,Finance,Pune,Access Request,Medium,Email,MIS,Closed,4.1,24,No,0,4.7,450,1845.0,Jul,7,Q3,Tuesday
OPS-101797,2025-11-16,HR,Bengaluru,Employee Query,Low,Phone,MIS,Closed,1.1,48,No,1,5.0,320,352.0,Nov,11,Q4,Sunday
